,발화문,상황,1번 감정,1번 감정세기,2번 감정,2번 감정세기,3번 감정,3번 감정세기,4번 감정,4번감정세기,5번 감정,5번 감정세기,나이,성별
17742,나도 잘 모르겠어. 근데 둘 다 멀쩡해서 다행인 거 같애.,surprise,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17743,그러게. 그래도 경찰이 민중의 지팡이니까 부른 거 같애.,neutral,sadness,1,sadness,1,neutral,0,neutral,0,neutral,0,23,male
17744,해피가 엄청 뛰어다녀서 놀랐어. 하지만 다친 사람은 없어서 다행이야.,surprise,neutral,0,angry,1,neutral,0,neutral,0,neutral,0,23,male
17745,운동하면서 스트레스 좀 풀려고.,angry,neutral,0,neutral,0,neutral,0,happiness,1,neutral,0,23,male
17747,나도 잘 모르겠네.,neutral,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17748,방송차량은 없었던 걸 보면은 뉴스엔 나오지 않을 것 같아.,neutral,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17749,오늘 짭새가 몰려 있길래 구경다녀왔어.,neutral,neutral,0,neutral,0,neutral,0,happiness,1,neutral,0,23,male
17750,아 짜증나. 그 새끼는 할 일도 없으면 집에나 갈 것이지 나한테 왜 그럴까?,angry,disgust,1,neutral,0,disgust,2,surprise,1,angry,1,23,male
17752,에이. 경찰이나 짭새나 똑같지.,neutral,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17753,고마워. 앞으로 더 열심히 해보려고.,happiness,neutral,0,neutral,0,neutral,0,neutral,0,sadness,1,23,male
17756,그냥 지인이 추천해준 거 들고 있어.,sadness,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17757,매우 떨어졌어.,sadness,disgust,1,disgust,1,neutral,0,neutral,0,neutral,0,23,male
17758,그래 한 번 기다려 볼게.,sadness,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17759,응? 무슨소리야.,neutral,neutral,0,neutral,0,neutral,0,neutral,0,disgust,1,23,male
17760,아니? 나는 혼자 했어.,happiness,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17761,"응, 오늘 밖에 나갔다 왔는데 날이 매우 따뜻하더라고,",neutral,neutral,0,neutral,0,sadness,1,happiness,1,neutral,0,23,male
17762,구매해서 사용하는 것도 괜찮은 것 같아.,angry,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17764,생각이 있으면 또 연락할게.,angry,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17765,"와, 짜장면에서 벌레가 나왔어.",disgust,neutral,0,sadness,1,surprise,2,happiness,1,neutral,0,23,male
17766,정말 기분이 안 좋았어.,disgust,sadness,1,sadness,1,sadness,2,neutral,0,sadness,1,23,male
17767,당연히 사진은 다 찍어두었어.,disgust,neutral,0,sadness,1,neutral,0,neutral,0,neutral,0,23,male
17768,그래서 지금 짜장면 집에 전화하려고.,disgust,neutral,0,sadness,1,neutral,0,neutral,0,sadness,1,23,male
17769,그러겠지? 걱정해줘서 고마워.,disgust,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17770,너가 이 상황을 한번 겪어봐야해.,angry,neutral,0,neutral,0,neutral,0,happiness,1,neutral,0,23,male
17771,나 오늘 짭새가 몰려 있길래 가서 구경했어.,neutral,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17773,고생 안 해도 돼.,happiness,neutral,0,sadness,1,neutral,0,neutral,0,neutral,0,23,male
17774,천천히 집에서 쉬려고.,happiness,neutral,0,disgust,1,neutral,0,neutral,0,neutral,0,23,male
17775,나쁘지 않은 것 같애.,happiness,sadness,1,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17777,방향제는 괜찮을 것 같아.,disgust,neutral,0,angry,1,neutral,0,neutral,0,neutral,0,23,male
17778,많은 조언 해줘서 고마워.,happiness,neutral,0,sadness,1,neutral,0,neutral,0,neutral,0,23,male
17779,니 말을 듣고보니 그런 것 같기도 하네. 정말인가보다.,angry,neutral,0,angry,1,neutral,0,sadness,1,neutral,0,23,male
17781,몸은 괜찮은데 너무 무서워.,fear,fear,1,fear,1,neutral,0,neutral,0,neutral,0,23,male
17782,그냥 싸움이 일어났었던 것 같아. ,neutral,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17783,"응, 지금 혼자 갇혀있어.",fear,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,23,male
17785,얼른 코로나가 종결되었으면 좋겠어.,sadness,neutral,0,angry,1,neutral,0,neutral,0,neutral,0,23,male
17787,쓰레기통에 음식물 쓰레기도 들어있나봐.,disgust,neutral,0,neutral,0,neutral,0,happiness,1,neutral,0,23,male
17788,운동? 좋지. 그런 말 해줘서 고마워.,sadness,neutral,0,sadness,1,neutral,0,happiness,1,neutral,0,23,male
17789,싫다고 욕한 적은 없어.,neutral,neutral,0,sadness,1,neutral,0,neutral,0,neutral,0,23,male
17790,무기력한데 최대한 노력하고 있어.,sadness,neutral,0,angry,1,neutral,0,neutral,0,sadness,1,23,male
17791,해피가 너무 신나서 목줄이 끊어졌어.,surprise,neutral,0,neutral,0,neutral,0,sadness,1,neutral,0,23,female
17793,창문이 작아서 환기가 잘 안되는 것 같아.,angry,disgust,1,angry,1,neutral,0,sadness,1,neutral,0,23,female
17794,당연히 써봤지. 그런데도 없어지질 않네.,angry,neutral,0,neutral,0,neutral,0,sadness,1,neutral,0,23,female
17795,꼭 효과가 있었으면 좋겠다.,angry,sadness,1,sadness,1,neutral,0,sadness,1,neutral,0,23,female
17796,곰팡이 제거제를 사용해봤는데도 없어지지를 않아.,angry,disgust,1,sadness,1,neutral,0,sadness,1,sadness,1,23,female
17797,너무 무기력하고 기운이 없다.,sadness,neutral,0,sadness,2,sadness,2,sadness,1,neutral,0,23,female
17798,내가 빨리 잡으러 가서 괜찮았는데 큰일날 뻔했어.,surprise,fear,1,neutral,0,neutral,0,sadness,1,sadness,1,23,female
17799,같이 뛰기도 하고 혼자 뛰기도 해.,happiness,disgust,1,neutral,0,neutral,0,neutral,0,sadness,1,23,female
17800,맛있을줄 알고 기다하면서 시켰는데 정말 더러워.,disgust,neutral,0,sadness,1,sadness,2,angry,1,neutral,0,23,female
17801,"와, 짜장면에서 벌레 나왔어.",disgust,neutral,0,sadness,1,neutral,0,disgust,1,neutral,0,23,female
17802,그건 조금 부끄럽고 그렇게 되도록 노력하려고.,happiness,sadness,1,neutral,0,neutral,0,sadness,1,neutral,0,23,female
17803,나 마라톤 경기나갔는데 기록을 갱신했어.,happiness,neutral,0,happiness,1,happiness,2,neutral,0,sadness,1,23,female
17806,안녕. 나 요즘 주식을 시작했어.,sadness,angry,1,angry,1,neutral,0,neutral,0,neutral,0,23,female
17807,약품 관련인데 계속 오르지를 않아.,sadness,angry,1,sadness,1,neutral,0,sadness,1,neutral,0,23,female
17809,그렇지. 지금 해피랑 놀고 있어.,surprise,neutral,0,sadness,1,neutral,0,sadness,1,neutral,0,23,female
17810,말하기도 싫을 정도야. 빨리 끝내려고.,sadness,angry,1,sadness,1,neutral,0,sadness,1,sadness,1,23,female
17811,다행히도 사람은 별로 없었어.,surprise,sadness,1,sadness,1,neutral,0,neutral,0,neutral,0,23,female
17812,그랬으면 좋겠다. 어디 가서 얘기하지도 못하고.,sadness,neutral,0,sadness,1,sadness,2,sadness,1,neutral,0,23,female
17813,친구가 추천해줘서 매입했는데 마음처럼 잘 안돼.,sadness,sadness,1,neutral,0,sadness,2,sadness,1,neutral,0,23,female
17814,예전에 음식물 쓰레기를 제대로 안 버려서 난리가 났어.,disgust,sadness,1,sadness,1,sadness,2,sadness,1,neutral,0,23,female
17815,어 날씨 춥더라. 왜 몰려있었는지는 잘 모르겠어.,neutral,disgust,1,sadness,1,neutral,0,neutral,0,neutral,0,23,female
17816,좋은 생각이야. 쓰레기 빨리 버리려고.,disgust,disgust,1,neutral,0,sadness,1,sadness,1,neutral,0,23,female
17817,응. 사진 찍었고 리뷰 게시판에 후기 올릴 거야. 정말 더러워.,disgust,sadness,1,sadness,1,sadness,2,neutral,0,neutral,0,23,female
17818,한 명! 나 혼자야.,happiness,neutral,0,angry,1,neutral,0,neutral,0,neutral,0,23,female
17819,향수! 평소에 갖고 싶던 건데 당첨됐어.,happiness,neutral,0,sadness,1,happiness,2,neutral,0,sadness,1,23,female
17821,맞아. 빨리 여기서 나가고 싶다.,fear,disgust,1,sadness,2,sadness,2,sadness,1,neutral,0,23,female
17822,응. 근데 너무 무섭다. 몸이 떨려.,fear,neutral,0,fear,1,sadness,2,fear,1,neutral,0,23,female
17823,맞아. 배고팠는데 식욕이 다 떨어졌어.,disgust,sadness,1,angry,1,neutral,0,neutral,0,neutral,0,23,female
17824,고마워. 나도 그러길 바래.,disgust,sadness,1,surprise,2,sadness,2,neutral,0,neutral,0,23,female
17825,당연히 무섭지. 어떡하지?,fear,neutral,0,fear,1,sadness,2,sadness,1,neutral,0,23,female
17826,응. 안그래도 갖고 싶던 건데 너무 기분 좋아.,happiness,happiness,1,neutral,0,happiness,2,neutral,0,sadness,1,23,female
17827,갑자기 정전이 되더니 엘리베이터가 움직이질 않아. 어떡하지?,fear,disgust,1,sadness,1,neutral,0,fear,1,neutral,0,23,female
17829,응. 완전 해방이야. 이제 친구들이랑 놀 거야.,happiness,disgust,1,sadness,1,happiness,1,happiness,1,sadness,1,23,female
17830,밀렸던 잠을 자고 친구들이랑 만나려고.,happiness,sadness,1,sadness,1,neutral,0,neutral,0,sadness,1,23,female
17831,응. 그럴려고. 친구들 보고싶다.,happiness,neutral,0,sadness,1,neutral,0,sadness,1,sadness,1,23,female
17832,맞는 말이야. 여행 가는 것도 좋겠다.,happiness,neutral,0,sadness,1,neutral,0,sadness,1,sadness,1,23,female
17834,밖에도 못나가는데 코로나가 언제 끝날지 모르겠어.,sadness,disgust,1,neutral,0,sadness,2,sadness,1,neutral,0,23,female
17835,답답한데 스트레스를 풀 방법이 없어.,sadness,neutral,0,sadness,1,neutral,0,sadness,1,sadness,1,23,female
17836,괜찮은 방법이네. 추천해줘서 고마워.,sadness,neutral,0,neutral,0,sadness,2,neutral,0,neutral,0,23,female
17838,어. 그러려고. 나 냄새나는 거 싫어하는데 너무 힘드네.,disgust,sadness,1,sadness,1,sadness,2,disgust,1,neutral,0,23,female
17839,그것때문에 운동하는 거지.,happiness,neutral,0,neutral,0,happiness,1,neutral,0,happiness,1,23,female
17840,나야 항상 편하게 일하고 있어.,neutral,disgust,1,angry,1,happiness,1,sadness,1,neutral,0,23,female
17841,맞는 말이야. 경찰들이 왜 몰려 있었을까?,neutral,neutral,0,sadness,1,sadness,1,neutral,0,neutral,0,23,female
17842,"알고 있어. 안 쓰면 되잖아, 이제.",neutral,sadness,1,neutral,0,neutral,0,neutral,0,neutral,0,23,female
17843,왜 그렇게 잔뜩 화가 났니?,neutral,sadness,1,angry,1,neutral,0,sadness,1,neutral,0,23,female
17844,응. 완전 무능력해. 그런 사람이 다 없어.,angry,sadness,1,neutral,0,sadness,1,sadness,1,neutral,0,23,female
17845,오늘 짭새들 몰려 있길래 밖에 구경 갔다 왔어.,neutral,disgust,1,angry,1,neutral,0,neutral,0,sadness,1,23,female
17846,응. 날씨 괜찮던데?,neutral,sadness,1,disgust,1,neutral,0,neutral,0,neutral,0,23,female
17847,그렇지. 경찰분들 진짜 고생 많으신 것 같애.,neutral,sadness,1,sadness,1,sadness,2,sadness,1,sadness,1,23,female
17848,음 나에게 공감을 해주는게 더 좋지 않을까?,angry,sadness,2,sadness,1,neutral,0,neutral,0,sadness,1,23,female
17850,왜 그러는지 모르겠어. 나한테만.,angry,sadness,1,sadness,1,neutral,0,angry,1,neutral,0,23,female
17851,모르겠어. 길거리 지나가는데 경찰차가 몰려있더라고.,neutral,sadness,1,sadness,1,neutral,0,sadness,1,neutral,0,23,female
17852,잘은 모르겠어. 큰 소리는 나지 않는 것 같던데?,neutral,sadness,1,neutral,0,neutral,0,sadness,1,neutral,0,23,female
17853,상사한테 욕을 못하니까 너한테 하소연하는 거잖아.,angry,sadness,1,disgust,1,disgust,2,sadness,1,neutral,0,23,female
17854,"아, 짜증나. 할 일 없으면 그 새끼는 집에나 갈 것이지 나한테 왜 그럴까?",angry,angry,1,angry,1,neutral,0,angry,2,neutral,0,23,female
17855,나도 오늘 뉴스 확인해보려고.,neutral,sadness,1,sadness,1,neutral,0,neutral,0,neutral,0,23,female
17856,그러니까 말이야. 다들 힘든 상황인 것 같아.,neutral,neutral,0,sadness,1,sadness,1,sadness,1,sadness,1,23,female
17857,그래. 이해해줘서 고마워. 다신 실수하지 않을려고.,disgust,sadness,1,sadness,1,neutral,0,happiness,1,sadness,1,23,female
17859,저기 짭새가 있길래 구경 좀 하고왔어.,neutral,surprise,1,angry,1,neutral,0,neutral,0,neutral,0,26,male
17860,응. 나도 무슨 일인지 정확히 모르겠는데 궁금하긴 하더라고.,neutral,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,26,male
17862,어. 그러게? 나도 무슨 일인지 정확히는 못봤는데 사람들도 거기가서 다 구경하고 있더라고?,neutral,surprise,1,fear,2,surprise,1,surprise,1,neutral,0,26,male
17863,그러니까 말이야. 진짜 극한직업이라니까?,neutral,neutral,0,angry,1,neutral,0,happiness,1,sadness,1,26,male
17864,나도 정확한 건 잘 모르겠어. 그냥 몰려있길래.,neutral,neutral,0,sadness,1,neutral,0,neutral,0,neutral,0,26,male
17865,"어, 나 지금 나갔다 왔는데 저기 짭새 떠 있더라고?",neutral,neutral,0,surprise,1,neutral,0,neutral,0,neutral,0,26,male
17866,응. 뭐 사소한 일인진 모르겠는데 어 그래도 사람들이 몰려있으니까 나도 이제 궁금해가지고 가게 되더라고.,neutral,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,26,male
17867,원래 갖고 싶었던 향수였는데 이렇게 당첨되니까 기분이 너무 좋네.,happiness,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,26,male
17869,어. 저기 집근처에 짭새가 떠가지구 무슨일인지 궁금해서 나갔다 왔어.,neutral,sadness,1,disgust,1,neutral,0,happiness,1,neutral,0,26,male
17870,어 알겠어. 다음에 만날 때 뿌리고 나갈게.,happiness,neutral,0,sadness,1,sadness,1,surprise,1,neutral,0,26,male
17871,아 진짜 어떻게 해야될 지 모르겠네.,angry,angry,1,angry,1,neutral,0,happiness,1,angry,1,26,male
17872,어 미안해. 그 표현 이제 안쓸게. 어 아무튼 경찰이 저쪽에서 뭘 하고 있더라고?,neutral,neutral,0,sadness,1,neutral,0,surprise,1,neutral,0,26,male
17873,어 그래도 무사히 잘 잡았는데 그땐 너무 깜짝 놀았었어.,surprise,surprise,2,neutral,0,neutral,0,happiness,1,sadness,1,26,male
17874,어. 레오가 오랜만에 산책이라서 너무 신이 났는지 줄을 끊고 도망갔어.,surprise,surprise,1,fear,1,neutral,0,happiness,1,neutral,0,26,male
17875,어. 오늘 왠지 운수가 좋은 거 같네?,happiness,surprise,1,happiness,1,neutral,0,neutral,0,happiness,1,26,male
17876,어. 원래 갖고싶던 향수여서 기분이 너무 좋았어.,happiness,happiness,1,neutral,0,happiness,2,happiness,1,neutral,0,26,male
17878,몸에는 문제가 없긴 한데.,fear,sadness,1,fear,1,sadness,1,happiness,1,fear,1,26,male
17879,당연히 무섭지. 혼자 갇혀 있는데.,fear,neutral,0,fear,1,neutral,0,neutral,0,angry,1,26,male
17880,어. 지금 나 혼자 이 엘리베이터에 갇혀있어. 어떻게 해야되지?,fear,sadness,1,fear,1,sadness,2,happiness,1,sadness,1,26,male
17881,어 지금 문이 안 열리고 갇혀있어.,fear,sadness,1,fear,1,fear,2,surprise,1,fear,1,26,male
17882,어 경찰들이 왜 거기 있었는지 모르겠는데 사람들도 막 몰려있고 무슨 사건이 있나봐.,neutral,neutral,0,fear,1,neutral,0,neutral,0,neutral,0,26,male
17883,아니야. 그럴 필요 없어. ,sadness,neutral,0,sadness,1,neutral,0,sadness,1,neutral,0,26,male
17884,내가 막 쫓아다니니까 주변 사람들도 좀 놀랐던 것 같아. 지금 생각하니까 미안하네.,surprise,neutral,0,sadness,1,neutral,0,neutral,0,fear,1,26,male
17885,그것도 좋은데 별로 내키지가 않네.,sadness,neutral,0,neutral,0,neutral,0,neutral,0,sadness,1,26,male
17886,코로나 때문에 원래 가기로 했던 교환학생도 취소되고 되는 일이 없는 거 같아.,sadness,disgust,1,neutral,0,sadness,1,neutral,0,sadness,1,26,male
17889,그것도 좋은 생각이네.,happiness,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,26,male
17890,어 이제 프로젝트도 끝났겠다. 밀렸던 영화나 볼까 생각중이야.,happiness,neutral,0,disgust,1,neutral,0,neutral,0,sadness,1,26,male
17891,어 이제 마무리 단계가 남긴 했는데 중요한 부분은 다 끝나서 괜찮은 것 같아.,happiness,disgust,1,sadness,1,sadness,1,neutral,0,neutral,0,26,male
17893,알았어. 그러면?,disgust,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,26,male
17894,근데 이런 일이 처음이라 어떻게 진행해야될 지 잘 모르겠어.,disgust,disgust,1,disgust,1,sadness,1,happiness,1,sadness,1,26,male
17895,그러니까 말이야. 그게 말이나 되나?,disgust,surprise,1,angry,1,surprise,1,happiness,1,angry,1,26,male
17896,"아니, 중국집에서 짜장면을 시켰는데 거기서 벌레가 나왔어.",disgust,disgust,1,sadness,1,disgust,2,happiness,1,angry,1,26,male
17898,어. 이제 집으로 잘 돌아왔어.,surprise,disgust,1,fear,1,neutral,0,neutral,0,neutral,0,26,male
17899,나 지금 엘리베이터에 갇힌 것 같아.,fear,neutral,0,neutral,0,neutral,0,neutral,0,fear,1,26,male
17900,어 누구한테 좀 추천을 받아서 시작을 했는데 결과가 그렇게 좋지 않네.,sadness,sadness,1,sadness,1,neutral,0,neutral,0,sadness,1,26,male
17902,그러니까 말이야. 다른 사람 앞에서는 그렇게 잘하면서 왜 나한테만 그러는지 모르겠어.,angry,angry,1,disgust,1,neutral,0,neutral,0,angry,1,26,male
17903,아니 욕을 하지 않을 수 없는 상황이니까 내가 욕을 하는거지.,angry,angry,1,neutral,0,disgust,2,happiness,1,angry,1,26,male
17904,아니 지금 너 누구 편 드는거야?,angry,surprise,1,fear,1,surprise,1,happiness,1,angry,1,26,male
17905,어. 전에 버린 음식물 쓰레기가 안에서 썩었나봐.,disgust,neutral,0,sadness,1,surprise,2,sadness,1,sadness,1,26,male
17906,사실 나 요새 주식을 좀 시작했는데.,sadness,sadness,1,sadness,1,sadness,2,neutral,0,sadness,1,26,male
17907,"아, 진짜 짜증나. 그 새끼는 나한테만 지랄이야!",angry,angry,1,angry,2,disgust,2,happiness,1,angry,2,26,male
17908,"어, 뭐. 일단은 고마워.",angry,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,26,male
17909,"어, 곰팡이 제거제를 써서 청소를 해봤는데 계속 다시 생기니까 기분이 너무 나빠.",angry,surprise,1,angry,1,disgust,2,neutral,0,disgust,1,26,male
17910,어 환기를 꽤 많이 해주고 있다고 하는데도 왜 계속 곰팡이가 피는 거지?,angry,disgust,1,fear,1,neutral,0,neutral,0,disgust,1,26,male
17911,어 그래야 되겠어. 아 냄새가 너무 심해서 못참겠어.,disgust,disgust,1,sadness,1,disgust,2,neutral,0,disgust,1,26,male
17912,"어, 나 오늘 지나가다가 저기 짭새가 있더라고!",neutral,disgust,1,surprise,1,neutral,0,neutral,0,surprise,1,26,male
17913,"나름대로 환기를 시키고 있다고 생각하는데 왜 이러는지 모르겠어, 대체.",angry,angry,1,angry,1,neutral,0,sadness,1,disgust,2,26,male
17914,그렇게 말해주니까 너무 고맙다.,disgust,angry,1,fear,1,neutral,0,neutral,0,sadness,1,26,male
17915,아니 곰팡이는 청소를 해도해도 지워지지가 않아.,angry,angry,1,neutral,0,disgust,2,sadness,1,angry,1,26,male
17916,어. 기술주인데 전망이 유망하다해서 들어갔는데 생각보다 그렇게 좋지 않은 것 같아.,sadness,neutral,0,sadness,1,sadness,2,neutral,0,sadness,1,26,male
17917,하. 그치. 책임은 내가 져야되는 거지.,sadness,sadness,1,neutral,0,sadness,2,neutral,0,sadness,1,26,male
17918,그렇게 말해주니까 고마워. 조금 더 기다려 봐야겠다.,sadness,neutral,0,neutral,0,neutral,0,happiness,1,sadness,1,26,male
17920,사실 이번에 내가 마라톤 대회에 나갔는데 생각보다 기록이 많이 갱신돼가지고 기분이 좋아 지금.,happiness,neutral,0,sadness,1,happiness,2,happiness,1,happiness,1,26,male
17921,아니 그렇진 않지 물론. 내 기록보다 좀 많이 갱신이 돼서 기분이 좋았어.,happiness,neutral,0,happiness,1,neutral,0,sadness,1,neutral,0,26,male
17922,그렇다기보다는 그냥 나 혼자 취미로 하고있어.,happiness,neutral,0,sadness,1,sadness,1,neutral,0,neutral,0,26,male
17923,그렇지. 그게 마라톤의 매력이라고 생각해.,happiness,neutral,0,neutral,0,sadness,1,neutral,0,neutral,0,26,male
17924,어 그치. 경찰이라고 하는게 더 맞긴 하지.,neutral,surprise,1,surprise,1,neutral,0,happiness,1,neutral,0,26,male
17925,어 그것도 괜찮다. 그러면 일단 먼저 잠 먼저 자고 그 다음에 친구들이랑 약속도 잡아야될 것 같아. 아 행복해!,happiness,surprise,1,sadness,1,happiness,2,happiness,1,happiness,1,23,female
17926,뭐 사람 한 명 죽고 이러면 나오지 않을까? 근데 나도 좀 궁금해. 무슨 일인지 정확히는 못 봤거든. 궁금하다.,neutral,neutral,0,fear,1,surprise,1,sadness,1,disgust,1,23,female
17927,돌아다니느랴 힘들긴 하겠다.,neutral,sadness,1,disgust,1,sadness,2,neutral,0,disgust,1,23,female
17928,아 완전. 아 진짜 하나도 못 먹고 버렸잖아. 진짜 씨! 확 전화해서 말 해버릴까!,disgust,angry,1,angry,1,disgust,2,neutral,0,disgust,2,23,female
17929,아. 여행 너무 좋지. 진짜 그냥 하나하나 다 해버려야겠다! 기대돼!,happiness,happiness,1,happiness,2,happiness,2,happiness,1,happiness,1,23,female
17930,아 그래야겠다. 돈 아까워서라도 해야겠어.,disgust,neutral,0,neutral,0,neutral,0,sadness,1,disgust,1,23,female
17931,진짜 너무 답답해. 할 수 있는 거 하나도 없고. 여행도 못가고.,sadness,sadness,1,sadness,2,sadness,2,neutral,0,sadness,2,23,female
17932,그렇겠지? 고맙다. 기분이 좀 괜찮아진 것 같애.,disgust,neutral,0,surprise,1,neutral,0,neutral,0,happiness,1,23,female
17933,땜에 밖에 나가지도 못하고 계속 집에서만 있으니까 너무 우울해.,sadness,sadness,1,sadness,2,sadness,2,neutral,0,sadness,1,23,female
17934,조금 큰 것 같아. 뭐 짭새 차가 세네 대? 정도 있었거든.,neutral,surprise,1,surprise,1,surprise,2,surprise,1,neutral,0,23,female
17935,어. 이때까지 잠도 잘 못 잤으니까 주말에 계속 잠 자면서 집에 있을거야.,happiness,neutral,0,happiness,1,neutral,0,neutral,0,happiness,1,23,female
17936,나 진짜 우울해.,sadness,sadness,1,sadness,1,sadness,2,neutral,0,sadness,1,23,female
17937,아 미친! 짜장면에 벌레나왔어! 아 씨.,disgust,angry,2,disgust,1,angry,1,surprise,1,angry,2,23,female
17938,아 골목있어가지고 정확히 못봤는데 약간 담배피는 애들이랑 짭새랑 같이 마주보고 있더라고.,neutral,surprise,1,happiness,1,neutral,0,happiness,1,neutral,0,23,female
17939,"아니 구경거리가 아니라. 에휴, 말을 말자.",neutral,sadness,1,sadness,1,neutral,0,surprise,1,disgust,1,23,female
17940,그지. 다 먹고 살기 힘들지. 아휴. 나도 똑같아. ,neutral,sadness,1,sadness,1,sadness,2,neutral,0,disgust,1,23,female
17941,아 진짜 미친새끼! 진짜 짜증나 죽겠어!,angry,angry,2,disgust,1,disgust,2,neutral,0,angry,2,23,female
17942,아 그래도 짜증나게 나한테만 그러잖아.,angry,angry,1,angry,1,neutral,0,neutral,0,angry,1,23,female
17943,아니 그럼 욕 안하게 만들던가. 아 진짜 미친새끼.,angry,disgust,1,sadness,1,neutral,0,neutral,0,angry,2,23,female
17944,완전. 그냥 나를 종으로 알아 종으로. 나한테 다 시켜.,angry,disgust,1,sadness,1,disgust,2,happiness,1,angry,1,23,female
17945,진짜 나 진짜 내일 가서 엎을지도 몰라. 화가 나가지고 진짜. 짜증나.,angry,angry,2,angry,2,neutral,0,happiness,1,angry,1,23,female
17946,아 미처 화장실 청소를 해도 곰팡이 새끼가 사라지질 않아.,angry,sadness,1,disgust,1,disgust,2,neutral,0,disgust,2,23,female
17947,진짜 맨날 문 열고 환기해. 근데 계속 생기잖아. 청소를 해도 끝이 없어!,angry,angry,1,angry,1,neutral,0,neutral,0,disgust,1,23,female
17948,아니 환기를 한다니까? 환기를 해도 안 없어진다고.,angry,surprise,1,sadness,1,disgust,2,happiness,1,disgust,1,23,female
17949,이미 음식물 버린 지 오래됐는데? 근데 왜 계속 냄새가 날까? 아 진짜 역겨워.,disgust,neutral,0,angry,1,neutral,0,happiness,1,disgust,1,23,female
17950,아 방향제랑 음식물 쓰레기 냄새랑 합쳐지면 더 냄새나지.,disgust,disgust,1,sadness,1,disgust,2,happiness,1,disgust,1,23,female
17951,알겠어. 냄새까지 없애는 걸로 좀 찾아봐줘.,disgust,angry,1,sadness,1,sadness,2,neutral,0,sadness,1,23,female
17952,아! 나 오늘 저기 길목에 짭새 몰려있길래 구경 갔다왔어.,neutral,neutral,0,angry,1,neutral,0,surprise,1,neutral,0,23,female
17953,아니 내가 짭새라면 짭새지.,neutral,surprise,1,neutral,0,sadness,1,happiness,1,angry,1,23,female
17954,"아, 알겠어. 경찰. 경찰이라고 하자.",neutral,neutral,0,sadness,1,disgust,2,sadness,1,disgust,1,23,female
17955,아 알겠다니까. 안 그럴게. 아무튼 나 진짜 재밌는거 보고 왔다니까?,neutral,angry,1,neutral,0,disgust,2,neutral,0,disgust,2,23,female
17956,나 오늘 짭새가 저기 몰려있길래 구경갔다왔다?,neutral,neutral,0,angry,1,neutral,0,happiness,1,happiness,1,23,female
17957,어 날이 좋았지. 골목에 짭새가 완전 몰려있었다니까?,neutral,surprise,1,surprise,1,neutral,0,neutral,0,disgust,1,23,female
17958,몸이 진짜 무기력하지. 아무 것도 하기 싫어.,sadness,angry,1,disgust,1,neutral,0,sadness,1,sadness,1,23,female
17959,그니까 진짜 날씨 진짜 추워졌어. 경찰? 아 그 짭새? 몰라 어떤 덩치 큰 사람들이랑 같이 대치하고있던데?,neutral,sadness,1,angry,1,neutral,0,happiness,1,happiness,1,23,female
17960,나 오늘 길가다가 짭새들 몰려있길래 구경 갔다왔어.,neutral,disgust,1,angry,1,neutral,0,happiness,1,happiness,1,23,female
17961,그래. 뭐라도 움직여야지 괜찮아질 것 같긴 해.,sadness,sadness,1,neutral,0,neutral,0,happiness,1,sadness,1,23,female
17962,아 사진은 당연히 찍었지. 아 진짜 후기에 그냥 써버릴까 생각중이야. 짜증나 진짜. 돈만 버렸어.,disgust,angry,2,angry,2,neutral,0,happiness,1,angry,1,23,female
17963,이번에 마라톤 대회 나가서 신기록 갱신했어.,happiness,fear,1,sadness,1,happiness,2,happiness,1,happiness,1,23,female
17964,시작한 지는 좀 됐는데 너무 손해만 커가지고 슬퍼.,sadness,sadness,1,neutral,0,neutral,0,neutral,0,sadness,1,23,female
17965,갑자기 시작한 건 아니고 친구한테 좋은 정보 들어가지고 돈 좀 벌어볼까 할려고 해서 했지.,sadness,sadness,2,sadness,2,neutral,0,sadness,1,sadness,1,23,female
17966,응. 몸은 괜찮아. 하. 근데 무섭다. ,fear,fear,1,disgust,1,sadness,2,happiness,1,fear,2,23,female
17967,무섭다니까 진짜? 나 너무 무서워.,fear,fear,2,fear,2,fear,2,fear,2,fear,2,23,female
